,Hs,Tp,Dp
2022-06-23 06:00:00,1.66,8.33,105.0
2022-06-23 09:00:00,1.68,8.33,103.0
2022-06-23 12:00:00,1.65,8.33,87.0
2022-06-23 15:00:00,1.52,9.09,87.0
2022-06-23 18:00:00,1.82,9.09,87.0
2022-06-23 21:00:00,1.76,8.33,95.0
2022-06-24 00:00:00,1.65,9.09,98.0
2022-06-24 03:00:00,1.53,9.09,104.0
2022-06-24 06:00:00,1.52,9.09,106.0
2022-06-24 09:00:00,1.49,9.09,86.0
2022-06-24 12:00:00,1.42,8.33,88.0
2022-06-24 15:00:00,1.64,8.33,89.0
2022-06-24 18:00:00,1.56,9.09,95.0
2022-06-24 21:00:00,1.55,7.69,105.0
2022-06-25 00:00:00,1.4,8.33,96.0
2022-06-25 03:00:00,1.38,8.33,112.0
2022-06-25 06:00:00,1.39,8.33,83.0
2022-06-25 09:00:00,1.53,6.25,75.0
2022-06-25 12:00:00,1.3,8.33,85.0
2022-06-25 15:00:00,1.24,8.33,97.0
2022-06-25 18:00:00,1.37,8.33,106.0
2022-06-25 21:00:00,1.43,8.33,98.0
2022-06-26 00:00:00,1.28,8.33,100.0
2022-06-26 03:00:00,1.19,8.33,98.0
2022-06-26 06:00:00,1.15,8.33,90.0
2022-06-26 09:00:00,1.2,8.33,82.0
2022-06-26 12:00:00,1.23,9.09,94.0
2022-06-26 15:00:00,1.2,10.0,89.0
2022-06-26 18:00:00,1.18,10.0,82.0
2022-06-26 21:00:00,1.26,10.0,101.0
2022-06-27 00:00:00,1.36,17.39,201.0
2022-06-27 03:00:00,1.25,17.39,160.0
2022-06-27 06:00:00,1.15,17.39,189.0
2022-06-27 09:00:00,1.39,17.39,168.0
2022-06-27 12:00:00,1.32,16.0,184.0
2022-06-27 15:00:00,1.42,16.0,175.0
2022-06-27 18:00:00,1.46,16.0,140.0
2022-06-27 21:00:00,1.46,16.0,159.0
2022-06-28 00:00:00,1.46,16.0,135.0
2022-06-28 03:00:00,1.48,14.81,176.0
2022-06-28 06:00:00,1.58,14.81,183.0
2022-06-28 09:00:00,1.62,13.79,181.0
2022-06-28 12:00:00,1.75,9.09,49.0
2022-06-28 15:00:00,1.66,9.09,45.0
2022-06-28 18:00:00,1.61,9.09,62.0
2022-06-28 21:00:00,1.72,13.79,167.0
2022-06-29 00:00:00,1.77,14.81,168.0
2022-06-29 03:00:00,1.72,14.81,153.0
2022-06-29 06:00:00,1.67,14.81,175.0
2022-06-29 09:00:00,1.65,9.09,65.0
2022-06-29 12:00:00,1.66,6.67,85.0
2022-06-29 15:00:00,1.81,16.0,166.0
2022-06-29 18:00:00,1.72,16.0,157.0
2022-06-29 21:00:00,1.74,14.81,138.0
2022-06-30 00:00:00,1.9,14.81,165.0
2022-06-30 03:00:00,1.83,6.25,100.0
2022-06-30 06:00:00,1.67,7.14,95.0
2022-06-30 09:00:00,1.87,6.67,91.0
2022-06-30 12:00:00,1.99,7.14,88.0
2022-06-30 15:00:00,2.1,7.14,99.0
2022-06-30 18:00:00,1.81,7.14,89.0
2022-06-30 21:00:00,1.9,7.69,98.0
2022-07-01 00:00:00,2.14,7.69,104.0
2022-07-01 03:00:00,1.94,7.69,106.0
2022-07-01 06:00:00,1.89,7.69,100.0
2022-07-01 09:00:00,1.99,7.69,105.0
2022-07-01 12:00:00,2.09,7.69,91.0
2022-07-01 15:00:00,2.12,7.69,104.0
2022-07-01 18:00:00,1.95,7.69,95.0
2022-07-01 21:00:00,2.17,7.69,108.0
2022-07-02 00:00:00,2.19,8.33,115.0
2022-07-02 03:00:00,2.29,7.14,109.0
2022-07-02 06:00:00,1.97,8.33,107.0
2022-07-02 09:00:00,1.95,7.69,87.0
2022-07-02 12:00:00,2.12,7.69,105.0
2022-07-02 15:00:00,2.36,7.69,71.0
2022-07-02 18:00:00,2.29,8.33,83.0
2022-07-02 21:00:00,2.27,7.69,93.0
2022-07-03 00:00:00,2.26,8.33,105.0
2022-07-03 03:00:00,2.4,7.69,90.0
2022-07-03 06:00:00,2.22,7.69,88.0
2022-07-03 09:00:00,-9999.0,-9999.0,-9999.0
2022-07-03 12:00:00,2.38,7.69,95.0
2022-07-03 15:00:00,2.58,8.33,85.0
2022-07-03 18:00:00,2.15,8.33,92.0
2022-07-03 21:00:00,2.06,8.33,90.0
2022-07-04 00:00:00,2.27,8.33,106.0
2022-07-04 03:00:00,2.29,7.69,92.0
2022-07-04 06:00:00,2.23,8.33,99.0
2022-07-04 09:00:00,2.02,8.33,99.0
2022-07-04 12:00:00,2.12,8.33,112.0
2022-07-04 15:00:00,2.34,6.67,98.0
2022-07-04 18:00:00,2.18,8.33,108.0
2022-07-04 21:00:00,2.12,8.33,95.0
2022-07-05 00:00:00,2.34,8.33,100.0
2022-07-05 03:00:00,2.29,7.14,98.0
2022-07-05 06:00:00,2.13,8.33,103.0
2022-07-05 09:00:00,2.09,7.69,97.0
2022-07-05 12:00:00,1.98,9.09,103.0
2022-07-05 15:00:00,2.19,8.33,101.0
2022-07-05 18:00:00,2.07,8.33,97.0
2022-07-05 21:00:00,1.94,8.33,96.0
2022-07-06 00:00:00,2.03,8.33,104.0
2022-07-06 03:00:00,1.99,8.33,101.0
2022-07-06 06:00:00,1.82,8.33,106.0
2022-07-06 09:00:00,1.91,7.69,91.0
2022-07-06 12:00:00,1.79,8.33,102.0
2022-07-06 15:00:00,2.08,7.69,92.0
2022-07-06 18:00:00,2.17,8.33,65.0
2022-07-06 21:00:00,-9999.0,-9999.0,-9999.0
2022-07-07 00:00:00,2.23,7.69,85.0
2022-07-07 03:00:00,2.17,7.69,63.0
2022-07-07 06:00:00,2.08,7.69,79.0
2022-07-07 09:00:00,2.05,7.14,69.0
2022-07-07 12:00:00,1.77,7.69,90.0
2022-07-07 15:00:00,1.76,7.69,85.0
2022-07-07 18:00:00,1.91,7.14,74.0
2022-07-07 21:00:00,1.69,7.14,75.0
2022-07-08 00:00:00,1.53,7.14,93.0
2022-07-08 03:00:00,1.5,6.25,81.0
2022-07-08 06:00:00,1.67,5.88,90.0
2022-07-08 09:00:00,1.69,6.67,74.0
2022-07-08 12:00:00,1.64,6.25,83.0
2022-07-08 15:00:00,1.71,6.25,85.0
2022-07-08 18:00:00,1.83,6.25,95.0
2022-07-08 21:00:00,1.63,5.88,94.0
2022-07-09 00:00:00,1.62,6.25,101.0
2022-07-09 03:00:00,1.64,7.14,95.0
2022-07-09 06:00:00,1.73,6.67,87.0
2022-07-09 09:00:00,1.81,7.69,80.0
2022-07-09 12:00:00,1.78,7.69,76.0
2022-07-09 15:00:00,1.89,6.67,79.0
2022-07-09 18:00:00,1.83,7.14,76.0
2022-07-09 21:00:00,1.82,6.67,87.0
2022-07-10 00:00:00,1.85,7.14,86.0
2022-07-10 03:00:00,1.73,6.67,106.0
2022-07-10 06:00:00,1.88,7.14,114.0
2022-07-10 09:00:00,1.92,7.14,69.0
2022-07-10 12:00:00,1.89,6.67,75.0
2022-07-10 15:00:00,1.71,6.67,83.0
2022-07-10 18:00:00,1.86,7.14,97.0
2022-07-10 21:00:00,1.88,7.69,109.0
2022-07-11 00:00:00,2.09,7.69,117.0
2022-07-11 03:00:00,1.92,8.33,114.0
2022-07-11 06:00:00,1.89,7.69,121.0
2022-07-11 09:00:00,1.98,7.14,71.0
2022-07-11 12:00:00,1.95,6.67,86.0
2022-07-11 15:00:00,1.87,7.69,105.0
2022-07-11 18:00:00,1.86,7.69,106.0
2022-07-11 21:00:00,1.95,7.69,114.0
2022-07-12 00:00:00,1.99,7.69,119.0
2022-07-12 03:00:00,2.0,9.09,135.0
2022-07-12 06:00:00,1.99,7.14,98.0
2022-07-12 09:00:00,2.06,9.09,131.0
2022-07-12 12:00:00,1.85,7.69,85.0
2022-07-12 15:00:00,2.04,8.33,113.0
2022-07-12 18:00:00,1.97,9.09,119.0
2022-07-12 21:00:00,1.8,8.33,113.0
2022-07-13 00:00:00,2.08,8.33,114.0
2022-07-13 03:00:00,2.04,7.69,108.0
2022-07-13 06:00:00,2.01,6.67,108.0
2022-07-13 09:00:00,2.02,7.69,99.0
2022-07-13 12:00:00,2.31,7.69,101.0
2022-07-13 15:00:00,2.08,6.67,102.0
2022-07-13 18:00:00,1.91,12.12,130.0
2022-07-13 21:00:00,2.0,7.69,110.0
2022-07-14 00:00:00,2.23,7.69,118.0
2022-07-14 03:00:00,2.21,7.69,115.0
2022-07-14 06:00:00,2.07,8.33,107.0
2022-07-14 09:00:00,2.18,8.33,108.0
2022-07-14 12:00:00,2.39,8.33,97.0
2022-07-14 15:00:00,2.3,7.69,105.0
2022-07-14 18:00:00,2.18,7.14,104.0
2022-07-14 21:00:00,2.02,9.09,112.0
2022-07-15 00:00:00,2.18,8.33,109.0
2022-07-15 03:00:00,2.29,7.14,102.0
2022-07-15 06:00:00,2.03,7.69,105.0
2022-07-15 09:00:00,2.11,8.33,111.0
2022-07-15 12:00:00,2.19,8.33,101.0
2022-07-15 15:00:00,2.16,6.67,83.0
2022-07-15 18:00:00,-9999.0,-9999.0,-9999.0
2022-07-15 21:00:00,1.98,7.69,97.0
2022-07-16 00:00:00,2.11,7.69,92.0
2022-07-16 03:00:00,2.11,8.33,99.0
2022-07-16 06:00:00,1.87,8.33,92.0
2022-07-16 09:00:00,2.02,8.33,90.0
2022-07-16 12:00:00,2.1,7.14,93.0
2022-07-16 15:00:00,2.08,7.69,94.0
2022-07-16 18:00:00,1.79,7.14,88.0
2022-07-16 21:00:00,1.69,7.14,98.0
2022-07-17 00:00:00,1.83,19.05,171.0
2022-07-17 03:00:00,2.02,19.05,187.0
2022-07-17 06:00:00,2.1,21.05,152.0
2022-07-17 09:00:00,2.41,19.05,170.0
2022-07-17 12:00:00,2.52,19.05,120.0
2022-07-17 15:00:00,2.76,19.05,182.0
2022-07-17 18:00:00,2.81,19.05,141.0
2022-07-17 21:00:00,-9999.0,-9999.0,-9999.0
2022-07-18 00:00:00,2.94,19.05,179.0
2022-07-18 03:00:00,2.55,17.39,178.0
2022-07-18 06:00:00,2.92,19.05,186.0
2022-07-18 09:00:00,2.57,17.39,156.0
2022-07-18 12:00:00,2.97,17.39,188.0
2022-07-18 15:00:00,2.73,17.39,180.0
2022-07-18 18:00:00,2.55,9.09,104.0
2022-07-18 21:00:00,2.53,17.39,163.0
2022-07-19 00:00:00,2.39,17.39,181.0
2022-07-19 03:00:00,2.36,16.0,173.0
2022-07-19 06:00:00,2.37,17.39,163.0
2022-07-19 09:00:00,2.36,16.0,158.0
2022-07-19 12:00:00,2.24,16.0,174.0
2022-07-19 15:00:00,2.4,16.0,168.0
2022-07-19 18:00:00,2.23,16.0,173.0
2022-07-19 21:00:00,2.16,16.0,127.0
2022-07-20 00:00:00,1.84,9.09,110.0
2022-07-20 03:00:00,1.95,14.81,161.0
2022-07-20 06:00:00,2.02,8.33,105.0
2022-07-20 09:00:00,1.87,9.09,113.0
2022-07-20 12:00:00,1.97,7.69,91.0
2022-07-20 15:00:00,1.98,7.69,99.0
2022-07-20 18:00:00,2.13,7.69,87.0
2022-07-20 21:00:00,1.89,7.69,91.0
2022-07-21 00:00:00,1.82,7.69,74.0
2022-07-21 03:00:00,1.77,7.14,63.0
2022-07-21 06:00:00,1.71,7.14,57.0
2022-07-21 09:00:00,1.72,7.69,90.0
2022-07-21 12:00:00,1.74,7.14,76.0
2022-07-21 15:00:00,1.95,7.14,82.0
2022-07-21 18:00:00,2.02,6.67,96.0
2022-07-21 21:00:00,1.88,7.69,79.0
2022-07-22 00:00:00,2.04,7.69,98.0
2022-07-22 03:00:00,1.99,7.69,92.0
2022-07-22 06:00:00,1.88,7.69,105.0
2022-07-22 09:00:00,1.86,8.33,85.0
2022-07-22 12:00:00,1.73,7.69,92.0
2022-07-22 15:00:00,1.66,6.67,91.0
2022-07-22 18:00:00,1.82,7.69,87.0
2022-07-22 21:00:00,1.68,6.67,94.0
2022-07-23 00:00:00,1.57,7.69,110.0
2022-07-23 03:00:00,1.7,6.67,88.0
2022-07-23 06:00:00,1.69,6.67,63.0
2022-07-23 09:00:00,1.7,8.33,116.0
2022-07-23 12:00:00,1.57,8.33,105.0
2022-07-23 15:00:00,1.52,7.69,97.0
2022-07-23 18:00:00,1.59,8.33,107.0
2022-07-23 21:00:00,1.5,7.69,101.0
2022-07-24 00:00:00,1.38,7.69,105.0
2022-07-24 03:00:00,1.46,6.67,102.0
2022-07-24 06:00:00,1.39,6.67,93.0
2022-07-24 09:00:00,1.47,13.79,70.0
2022-07-24 12:00:00,1.47,13.79,84.0
2022-07-24 15:00:00,1.27,6.67,104.0
2022-07-24 18:00:00,1.32,12.9,107.0
2022-07-24 21:00:00,1.49,12.12,99.0
2022-07-25 00:00:00,1.47,6.25,110.0
2022-07-25 03:00:00,1.45,7.14,122.0
2022-07-25 06:00:00,1.49,7.14,125.0
2022-07-25 09:00:00,1.57,7.14,113.0
2022-07-25 12:00:00,1.46,5.88,117.0
2022-07-25 15:00:00,1.45,6.25,117.0
2022-07-25 18:00:00,1.49,7.14,129.0
2022-07-25 21:00:00,1.42,11.43,98.0
2022-07-26 00:00:00,1.5,6.67,104.0
2022-07-26 03:00:00,1.57,6.25,109.0
2022-07-26 06:00:00,1.57,6.67,106.0
2022-07-26 09:00:00,1.62,5.88,91.0
2022-07-26 12:00:00,1.74,6.67,98.0
2022-07-26 15:00:00,1.92,14.81,125.0
2022-07-26 18:00:00,1.88,12.9,163.0
2022-07-26 21:00:00,1.88,7.14,92.0
2022-07-27 00:00:00,1.82,6.67,87.0
2022-07-27 03:00:00,1.82,7.14,93.0
2022-07-27 06:00:00,1.83,12.9,167.0
2022-07-27 09:00:00,2.0,6.25,94.0
2022-07-27 12:00:00,1.82,7.14,102.0
2022-07-27 15:00:00,1.75,7.14,89.0
2022-07-27 18:00:00,1.64,7.14,110.0
2022-07-27 21:00:00,1.78,7.14,90.0
2022-07-28 00:00:00,1.7,7.69,94.0
2022-07-28 03:00:00,1.71,7.69,88.0
2022-07-28 06:00:00,1.59,7.14,97.0
2022-07-28 09:00:00,1.68,8.33,108.0
2022-07-28 12:00:00,1.67,7.69,99.0
2022-07-28 15:00:00,-9999.0,-9999.0,-9999.0
2022-07-28 18:00:00,1.44,5.88,62.0
2022-07-28 21:00:00,1.52,6.67,90.0
2022-07-29 00:00:00,1.54,7.69,83.0
2022-07-29 03:00:00,1.45,7.69,81.0
2022-07-29 06:00:00,1.38,7.69,76.0
2022-07-29 09:00:00,1.38,7.14,69.0
2022-07-29 12:00:00,1.46,7.69,73.0
2022-07-29 15:00:00,1.48,7.14,80.0
2022-07-29 18:00:00,1.43,14.81,161.0
2022-07-29 21:00:00,1.44,13.79,178.0
2022-07-30 00:00:00,1.44,14.81,191.0
2022-07-30 03:00:00,1.44,16.0,172.0
2022-07-30 06:00:00,1.34,16.0,143.0
2022-07-30 09:00:00,1.32,16.0,159.0
2022-07-30 12:00:00,1.4,13.79,169.0
2022-07-30 15:00:00,1.32,16.0,174.0
2022-07-30 18:00:00,1.29,13.79,181.0
2022-07-30 21:00:00,1.4,14.81,177.0
2022-07-31 00:00:00,1.36,13.79,179.0
2022-07-31 03:00:00,1.23,14.81,189.0
2022-07-31 06:00:00,1.26,14.81,159.0
2022-07-31 09:00:00,1.26,13.79,167.0
2022-07-31 12:00:00,1.21,13.79,163.0
2022-07-31 15:00:00,1.37,12.9,186.0
2022-07-31 18:00:00,1.59,12.12,145.0
2022-07-31 21:00:00,1.82,6.25,108.0
2022-08-01 00:00:00,1.83,6.67,109.0
2022-08-01 03:00:00,2.0,7.69,127.0
2022-08-01 06:00:00,1.77,7.14,105.0
2022-08-01 09:00:00,1.79,7.14,99.0
2022-08-01 12:00:00,2.03,7.14,112.0
2022-08-01 15:00:00,2.12,6.67,96.0
2022-08-01 18:00:00,1.92,7.69,101.0
2022-08-01 21:00:00,1.97,7.69,96.0
2022-08-02 00:00:00,2.33,7.69,82.0
2022-08-02 03:00:00,2.29,8.33,86.0
2022-08-02 06:00:00,2.28,7.69,88.0
2022-08-02 09:00:00,2.29,8.33,76.0
2022-08-02 12:00:00,2.81,8.33,83.0
2022-08-02 15:00:00,2.57,8.33,79.0
2022-08-02 18:00:00,2.52,9.09,70.0
2022-08-02 21:00:00,2.13,8.33,75.0
2022-08-03 00:00:00,2.37,8.33,84.0
2022-08-03 03:00:00,2.28,8.33,79.0
2022-08-03 06:00:00,2.19,8.33,76.0
2022-08-03 09:00:00,2.22,9.09,50.0
2022-08-03 12:00:00,2.1,9.09,69.0
2022-08-03 15:00:00,2.14,9.09,55.0
2022-08-03 18:00:00,2.09,9.09,59.0
2022-08-03 21:00:00,1.97,9.09,62.0
2022-08-04 00:00:00,2.09,9.09,70.0
2022-08-04 03:00:00,2.04,8.33,73.0
2022-08-04 06:00:00,1.91,9.09,53.0
2022-08-04 09:00:00,1.73,8.33,54.0
2022-08-04 12:00:00,1.68,8.33,50.0
2022-08-04 15:00:00,1.77,9.09,57.0
2022-08-04 18:00:00,1.5,9.09,58.0
2022-08-04 21:00:00,1.53,8.33,64.0
2022-08-05 00:00:00,1.74,8.33,57.0
2022-08-05 03:00:00,1.65,8.33,59.0
2022-08-05 06:00:00,1.59,9.09,55.0
2022-08-05 09:00:00,1.56,8.33,49.0
2022-08-05 12:00:00,1.59,8.33,48.0
2022-08-05 15:00:00,1.54,8.33,59.0
2022-08-05 18:00:00,1.53,8.33,57.0
2022-08-05 21:00:00,1.46,8.33,60.0
2022-08-06 00:00:00,1.51,8.33,40.0
2022-08-06 03:00:00,1.47,8.33,55.0
2022-08-06 06:00:00,1.6,8.33,50.0
2022-08-06 09:00:00,1.55,8.33,41.0
2022-08-06 12:00:00,1.52,9.09,53.0
2022-08-06 15:00:00,1.57,8.33,57.0
2022-08-06 18:00:00,1.44,7.69,54.0
2022-08-06 21:00:00,1.38,9.09,70.0
2022-08-07 00:00:00,1.19,9.09,51.0
2022-08-07 03:00:00,1.31,8.33,67.0
2022-08-07 06:00:00,1.43,8.33,47.0
2022-08-07 09:00:00,1.3,7.69,48.0
2022-08-07 12:00:00,1.34,8.33,45.0
2022-08-07 15:00:00,1.21,8.33,61.0
2022-08-07 18:00:00,1.26,10.0,95.0
2022-08-07 21:00:00,1.21,8.33,79.0
2022-08-08 00:00:00,1.15,9.09,82.0
2022-08-08 03:00:00,1.24,9.09,69.0
2022-08-08 06:00:00,1.35,9.09,101.0
2022-08-08 09:00:00,1.38,9.09,114.0
2022-08-08 12:00:00,1.5,10.0,136.0
2022-08-08 15:00:00,1.61,7.69,81.0
2022-08-08 18:00:00,1.45,8.33,134.0
2022-08-08 21:00:00,1.63,8.33,135.0
2022-08-09 00:00:00,-9999.0,-9999.0,-9999.0
2022-08-09 03:00:00,1.38,8.33,86.0
2022-08-09 06:00:00,-9999.0,-9999.0,-9999.0
2022-08-09 09:00:00,-9999.0,-9999.0,-9999.0
2022-08-09 12:00:00,-9999.0,-9999.0,-9999.0
2022-08-09 15:00:00,1.58,8.33,140.0
2022-08-09 18:00:00,1.66,7.14,122.0
2022-08-09 21:00:00,1.59,7.69,132.0
2022-08-10 00:00:00,-9999.0,-9999.0,-9999.0
2022-08-10 03:00:00,-9999.0,-9999.0,-9999.0
2022-08-10 06:00:00,-9999.0,-9999.0,-9999.0
2022-08-10 09:00:00,-9999.0,-9999.0,-9999.0
2022-08-10 12:00:00,-9999.0,-9999.0,-9999.0
2022-08-10 15:00:00,-9999.0,-9999.0,-9999.0
2022-08-10 18:00:00,1.8,7.14,101.0
2022-08-10 21:00:00,2.0,7.14,126.0
2022-08-11 00:00:00,1.96,7.14,121.0
2022-08-11 03:00:00,1.78,7.14,112.0
2022-08-11 06:00:00,1.65,8.33,118.0
2022-08-11 09:00:00,-9999.0,-9999.0,-9999.0
2022-08-11 12:00:00,1.97,7.69,120.0
2022-08-11 15:00:00,1.92,8.33,108.0
2022-08-11 18:00:00,1.9,7.69,110.0
2022-08-11 21:00:00,1.9,8.33,110.0
2022-08-12 00:00:00,2.0,7.14,116.0
2022-08-12 03:00:00,1.82,9.09,113.0
2022-08-12 06:00:00,1.87,9.09,114.0
2022-08-12 09:00:00,1.94,8.33,106.0
2022-08-12 12:00:00,2.13,7.69,110.0
2022-08-12 15:00:00,-9999.0,-9999.0,-9999.0
2022-08-12 18:00:00,1.88,7.69,96.0
2022-08-12 21:00:00,-9999.0,-9999.0,-9999.0
2022-08-13 00:00:00,1.91,7.14,101.0
2022-08-13 03:00:00,1.7,9.09,114.0
2022-08-13 06:00:00,1.63,9.09,106.0
2022-08-13 09:00:00,-9999.0,-9999.0,-9999.0
2022-08-13 12:00:00,1.61,9.09,122.0
2022-08-13 15:00:00,1.51,9.09,91.0
2022-08-13 18:00:00,1.36,7.69,99.0
2022-08-13 21:00:00,1.38,9.09,102.0
2022-08-14 00:00:00,1.44,8.33,112.0
2022-08-14 03:00:00,1.5,7.14,97.0
2022-08-14 06:00:00,1.4,13.79,157.0
2022-08-14 09:00:00,-9999.0,-9999.0,-9999.0
2022-08-14 12:00:00,1.5,13.79,180.0
2022-08-14 15:00:00,1.49,8.33,106.0
2022-08-14 18:00:00,1.48,12.9,156.0
2022-08-14 21:00:00,1.51,11.43,175.0
2022-08-15 00:00:00,1.51,12.12,166.0
2022-08-15 03:00:00,1.48,7.69,97.0
2022-08-15 06:00:00,1.49,8.33,93.0
2022-08-15 09:00:00,1.55,10.0,3.0
2022-08-15 12:00:00,1.47,8.33,79.0
2022-08-15 15:00:00,1.61,7.14,103.0
2022-08-15 18:00:00,1.37,8.33,103.0
2022-08-15 21:00:00,-9999.0,-9999.0,-9999.0
2022-08-16 00:00:00,1.39,8.33,102.0
2022-08-16 03:00:00,-9999.0,-9999.0,-9999.0
2022-08-16 06:00:00,1.41,9.09,22.0
2022-08-16 09:00:00,1.24,9.09,32.0
2022-08-16 12:00:00,1.33,8.33,104.0
2022-08-16 15:00:00,-9999.0,-9999.0,-9999.0
2022-08-16 18:00:00,1.34,8.33,82.0
2022-08-16 21:00:00,1.19,8.33,110.0
2022-08-17 00:00:00,1.19,8.33,108.0
2022-08-17 03:00:00,1.21,7.69,120.0
2022-08-17 06:00:00,1.13,9.09,122.0
2022-08-17 09:00:00,1.11,8.33,123.0
2022-08-17 12:00:00,1.0,8.33,121.0
2022-08-17 15:00:00,1.11,8.33,112.0
2022-08-17 18:00:00,-9999.0,-9999.0,-9999.0
2022-08-17 21:00:00,0.98,9.09,124.0
2022-08-18 00:00:00,1.02,8.33,136.0
2022-08-18 03:00:00,1.11,9.09,78.0
2022-08-18 06:00:00,1.2,9.09,48.0
2022-08-18 09:00:00,1.16,9.09,18.0
2022-08-18 12:00:00,1.24,8.33,108.0
2022-08-18 15:00:00,1.15,7.69,55.0
2022-08-18 18:00:00,1.15,8.33,111.0
2022-08-18 21:00:00,1.1,8.33,99.0
2022-08-19 00:00:00,1.17,8.33,14.0
2022-08-19 03:00:00,1.21,9.09,351.0
2022-08-19 06:00:00,1.23,8.33,351.0
2022-08-19 09:00:00,1.23,8.33,347.0
2022-08-19 12:00:00,1.25,7.69,29.0
2022-08-19 15:00:00,1.18,8.33,343.0
2022-08-19 18:00:00,1.2,5.0,124.0
2022-08-19 21:00:00,1.16,8.33,81.0
2022-08-20 00:00:00,1.13,7.69,32.0
2022-08-20 03:00:00,1.06,7.69,48.0
2022-08-20 06:00:00,1.11,7.69,59.0
2022-08-20 09:00:00,1.12,7.69,54.0
2022-08-20 12:00:00,1.17,10.0,107.0
2022-08-20 15:00:00,1.15,8.33,97.0
2022-08-20 18:00:00,1.13,8.33,134.0
2022-08-20 21:00:00,1.22,7.14,86.0
2022-08-21 00:00:00,1.27,10.0,1.0
2022-08-21 03:00:00,1.34,9.09,10.0
2022-08-21 06:00:00,1.34,9.09,81.0
2022-08-21 09:00:00,1.37,9.09,68.0
2022-08-21 12:00:00,1.41,7.69,74.0
2022-08-21 15:00:00,1.42,9.09,38.0
2022-08-21 18:00:00,1.58,8.33,30.0
2022-08-21 21:00:00,1.51,7.69,78.0
2022-08-22 00:00:00,1.53,8.33,84.0
2022-08-22 03:00:00,1.39,7.69,97.0
2022-08-22 06:00:00,1.49,16.0,193.0
2022-08-22 09:00:00,1.53,12.12,194.0
2022-08-22 12:00:00,1.63,16.0,180.0
2022-08-22 15:00:00,1.68,14.81,224.0
2022-08-22 18:00:00,1.59,13.79,297.0
2022-08-22 21:00:00,-9999.0,-9999.0,-9999.0
2022-08-23 00:00:00,1.62,12.9,216.0
2022-08-23 03:00:00,1.42,12.9,316.0
2022-08-23 06:00:00,1.57,12.12,309.0
2022-08-23 09:00:00,1.69,12.9,310.0
2022-08-23 12:00:00,1.8,12.12,323.0
2022-08-23 15:00:00,1.62,12.9,329.0
2022-08-23 18:00:00,1.64,10.81,305.0
2022-08-23 21:00:00,1.67,12.12,321.0
2022-08-24 00:00:00,1.75,11.43,318.0
2022-08-24 03:00:00,1.56,11.43,332.0
2022-08-24 06:00:00,1.56,11.43,303.0
2022-08-24 09:00:00,1.52,13.79,195.0
2022-08-24 12:00:00,1.54,11.43,328.0
2022-08-24 15:00:00,1.48,10.0,330.0
2022-08-24 18:00:00,1.42,10.81,319.0
2022-08-24 21:00:00,1.54,10.0,346.0
2022-08-25 00:00:00,1.5,10.0,338.0
2022-08-25 03:00:00,1.48,12.12,139.0
2022-08-25 06:00:00,1.33,11.43,169.0
2022-08-25 09:00:00,1.42,10.0,337.0
2022-08-25 12:00:00,-9999.0,-9999.0,-9999.0
2022-08-25 15:00:00,1.37,10.0,333.0
2022-08-25 18:00:00,1.35,9.09,338.0
2022-08-25 21:00:00,1.31,9.09,317.0
2022-08-26 00:00:00,1.4,10.81,336.0
2022-08-26 03:00:00,1.44,10.81,354.0
2022-08-26 06:00:00,1.35,10.81,353.0
2022-08-26 09:00:00,1.26,10.81,284.0
2022-08-26 12:00:00,1.35,10.0,338.0
2022-08-26 15:00:00,1.39,10.0,353.0
2022-08-26 18:00:00,1.38,10.0,165.0
2022-08-26 21:00:00,1.5,9.09,171.0
2022-08-27 00:00:00,1.58,10.0,288.0
2022-08-27 03:00:00,1.36,5.88,112.0
2022-08-27 06:00:00,1.23,10.81,155.0
2022-08-27 09:00:00,1.28,6.67,108.0
2022-08-27 12:00:00,1.39,5.88,110.0
2022-08-27 15:00:00,1.37,5.88,95.0
2022-08-27 18:00:00,1.36,5.88,103.0
2022-08-27 21:00:00,1.38,5.88,104.0
2022-08-28 00:00:00,1.73,6.67,98.0
2022-08-28 03:00:00,2.01,7.14,120.0
2022-08-28 06:00:00,2.01,7.69,115.0
2022-08-28 09:00:00,1.94,7.69,112.0
2022-08-28 12:00:00,2.21,8.33,111.0
2022-08-28 15:00:00,2.18,8.33,100.0
2022-08-28 18:00:00,1.98,8.33,90.0
2022-08-28 21:00:00,1.92,7.69,85.0
2022-08-29 00:00:00,1.86,8.33,96.0
2022-08-29 03:00:00,1.9,9.09,103.0
2022-08-29 06:00:00,1.77,9.09,99.0
2022-08-29 09:00:00,1.65,8.33,108.0
2022-08-29 12:00:00,1.74,8.33,107.0
2022-08-29 15:00:00,1.75,8.33,73.0
2022-08-29 18:00:00,1.67,7.69,79.0
2022-08-29 21:00:00,1.67,8.33,79.0
2022-08-30 00:00:00,1.76,8.33,80.0
2022-08-30 03:00:00,1.66,8.33,82.0
2022-08-30 06:00:00,1.55,7.69,85.0
2022-08-30 09:00:00,1.67,8.33,96.0
2022-08-30 12:00:00,1.75,8.33,76.0
2022-08-30 15:00:00,1.72,8.33,72.0
2022-08-30 18:00:00,1.49,9.09,68.0
2022-08-30 21:00:00,1.48,8.33,61.0
2022-08-31 00:00:00,1.47,8.33,75.0
2022-08-31 03:00:00,1.25,8.33,72.0
2022-08-31 06:00:00,1.21,7.69,73.0
