,Hs,Tp,Dp
2022-01-06 00:00:00,4.46,16.0,319.0
2022-01-06 03:00:00,4.14,14.81,333.0
2022-01-06 06:00:00,4.02,14.81,328.0
2022-01-06 09:00:00,3.92,14.81,326.0
2022-01-06 12:00:00,3.97,14.81,320.0
2022-01-06 15:00:00,3.69,13.79,311.0
2022-01-06 18:00:00,3.52,13.79,323.0
2022-01-06 21:00:00,3.51,14.81,322.0
2022-01-07 00:00:00,3.47,13.79,309.0
2022-01-07 03:00:00,3.12,13.79,302.0
2022-01-07 06:00:00,3.22,12.12,312.0
2022-01-07 09:00:00,3.48,13.79,311.0
2022-01-07 12:00:00,2.98,12.9,314.0
2022-01-07 15:00:00,3.09,12.9,307.0
2022-01-07 18:00:00,3.03,13.79,308.0
2022-01-07 21:00:00,2.3,12.9,306.0
2022-01-08 00:00:00,2.52,13.79,298.0
2022-01-08 03:00:00,2.37,12.9,294.0
2022-01-08 06:00:00,2.44,12.12,294.0
2022-01-08 09:00:00,2.84,12.12,308.0
2022-01-08 12:00:00,3.04,11.43,318.0
2022-01-08 15:00:00,4.0,12.12,309.0
2022-01-08 18:00:00,4.2,12.9,303.0
2022-01-08 21:00:00,4.76,13.79,299.0
2022-01-09 00:00:00,4.0,14.81,299.0
2022-01-09 03:00:00,4.43,13.79,302.0
2022-01-09 06:00:00,4.61,14.81,305.0
2022-01-09 09:00:00,4.63,16.0,295.0
2022-01-09 12:00:00,5.02,14.81,297.0
2022-01-09 15:00:00,4.56,14.81,289.0
2022-01-09 18:00:00,4.58,16.0,283.0
2022-01-09 21:00:00,3.67,16.0,291.0
2022-01-10 00:00:00,3.45,16.0,292.0
2022-01-10 03:00:00,3.78,14.81,292.0
2022-01-10 06:00:00,3.9,14.81,292.0
2022-01-10 09:00:00,4.15,13.79,288.0
2022-01-10 12:00:00,4.54,12.9,293.0
2022-01-10 15:00:00,4.35,13.79,282.0
2022-01-10 18:00:00,3.92,12.9,287.0
2022-01-10 21:00:00,3.62,13.79,289.0
2022-01-11 00:00:00,3.47,13.79,298.0
2022-01-11 03:00:00,4.35,12.9,307.0
2022-01-11 06:00:00,4.83,13.79,298.0
2022-01-11 09:00:00,5.41,12.12,305.0
2022-01-11 12:00:00,5.07,12.9,304.0
2022-01-11 15:00:00,5.08,12.12,297.0
2022-01-11 18:00:00,5.07,12.9,303.0
2022-01-11 21:00:00,4.99,13.79,300.0
2022-01-12 00:00:00,5.09,13.79,305.0
2022-01-12 03:00:00,4.73,13.79,306.0
2022-01-12 06:00:00,4.47,12.9,301.0
2022-01-12 09:00:00,4.05,13.79,311.0
2022-01-12 12:00:00,3.72,13.79,315.0
2022-01-12 15:00:00,3.46,13.79,301.0
2022-01-12 18:00:00,3.48,13.79,304.0
2022-01-12 21:00:00,3.65,13.79,305.0
2022-01-13 00:00:00,3.39,14.81,305.0
2022-01-13 03:00:00,2.81,12.12,287.0
2022-01-13 06:00:00,2.65,13.79,292.0
2022-01-13 09:00:00,2.71,13.79,308.0
2022-01-13 12:00:00,2.94,12.9,305.0
2022-01-13 15:00:00,3.44,12.9,298.0
2022-01-13 18:00:00,3.43,12.9,308.0
2022-01-13 21:00:00,3.15,12.9,310.0
2022-01-14 00:00:00,2.9,12.9,304.0
2022-01-14 03:00:00,3.09,12.12,301.0
2022-01-14 06:00:00,2.98,13.79,316.0
2022-01-14 09:00:00,2.66,13.79,315.0
2022-01-14 12:00:00,2.86,12.12,299.0
2022-01-14 15:00:00,2.96,11.43,309.0
2022-01-14 18:00:00,2.69,12.12,303.0
2022-01-14 21:00:00,2.74,12.12,307.0
2022-01-15 00:00:00,2.33,13.79,315.0
2022-01-15 03:00:00,2.12,12.9,298.0
2022-01-15 06:00:00,2.23,12.9,309.0
2022-01-15 09:00:00,2.56,12.12,315.0
2022-01-15 12:00:00,3.09,12.12,329.0
2022-01-15 15:00:00,2.99,12.12,319.0
2022-01-15 18:00:00,3.37,10.81,315.0
2022-01-15 21:00:00,4.3,12.9,312.0
2022-01-16 00:00:00,4.12,13.79,307.0
2022-01-16 03:00:00,3.63,13.79,313.0
2022-01-16 06:00:00,3.28,14.81,313.0
2022-01-16 09:00:00,3.62,13.79,316.0
2022-01-16 12:00:00,3.75,13.79,302.0
2022-01-16 15:00:00,2.96,12.12,315.0
2022-01-16 18:00:00,3.07,12.12,319.0
2022-01-16 21:00:00,2.32,12.9,305.0
2022-01-17 00:00:00,2.41,12.12,319.0
2022-01-17 03:00:00,2.31,12.12,311.0
2022-01-17 06:00:00,2.23,10.81,327.0
2022-01-17 09:00:00,2.01,11.43,330.0
2022-01-17 12:00:00,2.22,10.81,332.0
2022-01-17 15:00:00,2.1,16.0,307.0
2022-01-17 18:00:00,1.99,10.0,11.0
2022-01-17 21:00:00,1.92,14.81,305.0
2022-01-18 00:00:00,1.73,14.81,296.0
2022-01-18 03:00:00,2.01,10.0,354.0
2022-01-18 06:00:00,1.81,13.79,292.0
2022-01-18 09:00:00,2.03,13.79,305.0
2022-01-18 12:00:00,2.21,13.79,305.0
2022-01-18 15:00:00,2.21,12.9,290.0
2022-01-18 18:00:00,2.43,14.81,295.0
2022-01-18 21:00:00,2.43,14.81,300.0
2022-01-19 00:00:00,2.49,14.81,297.0
2022-01-19 03:00:00,2.38,13.79,312.0
2022-01-19 06:00:00,2.78,13.79,307.0
2022-01-19 09:00:00,2.57,12.9,314.0
2022-01-19 12:00:00,3.04,13.79,285.0
2022-01-19 15:00:00,3.27,12.9,290.0
2022-01-19 18:00:00,2.82,12.9,303.0
2022-01-19 21:00:00,2.87,13.79,297.0
2022-01-20 00:00:00,2.94,13.79,309.0
2022-01-20 03:00:00,2.69,12.12,301.0
2022-01-20 06:00:00,2.5,12.9,286.0
2022-01-20 09:00:00,2.51,12.12,276.0
2022-01-20 12:00:00,2.35,13.79,289.0
2022-01-20 15:00:00,2.16,12.9,286.0
2022-01-20 18:00:00,2.37,12.9,295.0
2022-01-20 21:00:00,2.26,12.9,290.0
2022-01-21 00:00:00,2.64,12.12,293.0
2022-01-21 03:00:00,3.07,12.9,291.0
2022-01-21 06:00:00,3.22,12.12,288.0
2022-01-21 09:00:00,3.76,12.9,292.0
2022-01-21 12:00:00,3.54,12.9,290.0
2022-01-21 15:00:00,3.37,12.12,284.0
2022-01-21 18:00:00,4.14,14.81,301.0
2022-01-21 21:00:00,5.22,14.81,316.0
2022-01-22 00:00:00,5.21,16.0,300.0
2022-01-22 03:00:00,5.33,14.81,302.0
2022-01-22 06:00:00,6.12,16.0,304.0
2022-01-22 09:00:00,5.51,17.39,311.0
2022-01-22 12:00:00,5.8,16.0,316.0
2022-01-22 15:00:00,5.11,14.81,314.0
2022-01-22 18:00:00,5.8,16.0,313.0
2022-01-22 21:00:00,4.64,14.81,313.0
2022-01-23 00:00:00,4.02,13.79,310.0
2022-01-23 03:00:00,3.72,14.81,300.0
2022-01-23 06:00:00,3.27,13.79,304.0
2022-01-23 09:00:00,2.97,13.79,300.0
2022-01-23 12:00:00,2.57,13.79,299.0
2022-01-23 15:00:00,2.41,11.43,296.0
2022-01-23 18:00:00,2.38,13.79,306.0
2022-01-23 21:00:00,2.17,12.9,308.0
2022-01-24 00:00:00,2.4,12.9,326.0
2022-01-24 03:00:00,2.87,12.9,315.0
2022-01-24 06:00:00,3.27,16.0,310.0
2022-01-24 09:00:00,2.99,16.0,315.0
2022-01-24 12:00:00,3.34,14.81,318.0
2022-01-24 15:00:00,-9999.0,-9999.0,-9999.0
2022-01-24 18:00:00,2.66,13.79,309.0
2022-01-24 21:00:00,2.75,13.79,303.0
2022-01-25 00:00:00,2.38,13.79,315.0
2022-01-25 03:00:00,2.52,12.9,305.0
2022-01-25 06:00:00,3.07,12.9,304.0
2022-01-25 09:00:00,2.65,12.12,320.0
2022-01-25 12:00:00,2.83,13.79,308.0
2022-01-25 15:00:00,3.11,12.9,305.0
2022-01-25 18:00:00,2.39,12.9,301.0
2022-01-25 21:00:00,2.56,12.12,295.0
2022-01-26 00:00:00,2.15,11.43,293.0
2022-01-26 03:00:00,2.13,11.43,311.0
2022-01-26 06:00:00,2.27,12.12,310.0
2022-01-26 09:00:00,2.19,12.9,304.0
2022-01-26 12:00:00,2.15,12.12,307.0
2022-01-26 15:00:00,2.2,12.9,310.0
2022-01-26 18:00:00,2.07,12.12,320.0
2022-01-26 21:00:00,2.47,12.9,316.0
2022-01-27 00:00:00,2.44,12.12,311.0
2022-01-27 03:00:00,2.26,12.9,304.0
2022-01-27 06:00:00,2.09,12.9,312.0
2022-01-27 09:00:00,1.89,12.9,316.0
2022-01-27 12:00:00,1.74,11.43,319.0
2022-01-27 15:00:00,1.84,12.9,307.0
2022-01-27 18:00:00,1.58,12.12,308.0
2022-01-27 21:00:00,1.53,12.12,310.0
2022-01-28 00:00:00,1.41,10.0,44.0
2022-01-28 03:00:00,1.34,10.0,113.0
2022-01-28 06:00:00,1.22,10.81,293.0
2022-01-28 09:00:00,1.19,9.09,90.0
2022-01-28 12:00:00,1.37,11.43,323.0
2022-01-28 15:00:00,1.31,8.33,87.0
2022-01-28 18:00:00,1.49,7.69,116.0
2022-01-28 21:00:00,1.47,14.81,314.0
2022-01-29 00:00:00,1.68,16.0,313.0
2022-01-29 03:00:00,2.14,16.0,328.0
2022-01-29 06:00:00,2.46,14.81,322.0
2022-01-29 09:00:00,2.68,16.0,320.0
2022-01-29 12:00:00,2.18,13.79,315.0
2022-01-29 15:00:00,2.34,16.0,336.0
2022-01-29 18:00:00,2.48,14.81,319.0
2022-01-29 21:00:00,2.38,13.79,319.0
2022-01-30 00:00:00,2.11,12.9,323.0
2022-01-30 03:00:00,2.23,13.79,335.0
2022-01-30 06:00:00,2.08,12.9,304.0
2022-01-30 09:00:00,1.86,12.12,347.0
2022-01-30 12:00:00,1.79,14.81,336.0
2022-01-30 15:00:00,1.76,14.81,296.0
2022-01-30 18:00:00,1.56,12.9,314.0
2022-01-30 21:00:00,1.94,12.9,307.0
2022-01-31 00:00:00,2.13,14.81,288.0
2022-01-31 03:00:00,2.24,14.81,288.0
2022-01-31 06:00:00,2.03,14.81,308.0
2022-01-31 09:00:00,1.92,13.79,286.0
2022-01-31 12:00:00,2.3,13.79,297.0
2022-01-31 15:00:00,2.06,12.9,294.0
2022-01-31 18:00:00,2.16,12.9,289.0
2022-01-31 21:00:00,2.22,12.12,298.0
2022-02-01 00:00:00,2.11,12.12,319.0
2022-02-01 03:00:00,2.35,11.43,320.0
2022-02-01 06:00:00,2.14,12.9,336.0
2022-02-01 09:00:00,2.77,12.12,316.0
2022-02-01 12:00:00,3.8,14.81,321.0
2022-02-01 15:00:00,3.58,12.12,309.0
2022-02-01 18:00:00,3.3,13.79,311.0
2022-02-01 21:00:00,3.67,13.79,311.0
2022-02-02 00:00:00,3.15,13.79,297.0
2022-02-02 03:00:00,2.85,12.9,299.0
2022-02-02 06:00:00,2.37,12.9,311.0
2022-02-02 09:00:00,2.13,12.9,327.0
2022-02-02 12:00:00,2.14,12.9,339.0
2022-02-02 15:00:00,2.25,12.12,317.0
2022-02-02 18:00:00,1.89,11.43,309.0
2022-02-02 21:00:00,1.7,12.12,326.0
2022-02-03 00:00:00,1.51,10.0,295.0
2022-02-03 03:00:00,1.35,10.81,291.0
2022-02-03 06:00:00,1.33,8.33,88.0
2022-02-03 09:00:00,1.25,10.0,287.0
2022-02-03 12:00:00,1.38,9.09,281.0
2022-02-03 15:00:00,1.41,7.69,93.0
2022-02-03 18:00:00,1.56,12.12,293.0
2022-02-03 21:00:00,1.66,12.9,307.0
2022-02-04 00:00:00,2.02,12.9,305.0
2022-02-04 03:00:00,2.47,13.79,312.0
2022-02-04 06:00:00,3.14,12.9,311.0
2022-02-04 09:00:00,2.93,13.79,313.0
2022-02-04 12:00:00,2.81,12.12,303.0
2022-02-04 15:00:00,2.42,13.79,299.0
2022-02-04 18:00:00,2.64,12.9,294.0
2022-02-04 21:00:00,2.35,12.9,306.0
2022-02-05 00:00:00,2.35,12.9,302.0
2022-02-05 03:00:00,2.89,12.9,299.0
2022-02-05 06:00:00,2.95,13.79,283.0
2022-02-05 09:00:00,2.54,12.12,310.0
2022-02-05 12:00:00,2.79,14.81,307.0
2022-02-05 15:00:00,2.51,13.79,302.0
2022-02-05 18:00:00,2.68,13.79,304.0
2022-02-05 21:00:00,2.88,12.9,299.0
2022-02-06 00:00:00,3.04,12.9,314.0
2022-02-06 03:00:00,3.35,12.9,318.0
2022-02-06 06:00:00,3.31,12.9,322.0
2022-02-06 09:00:00,2.82,12.9,321.0
2022-02-06 12:00:00,2.42,11.43,319.0
2022-02-06 15:00:00,2.75,12.9,308.0
2022-02-06 18:00:00,2.51,12.12,317.0
2022-02-06 21:00:00,2.52,12.9,318.0
2022-02-07 00:00:00,2.46,12.12,332.0
2022-02-07 03:00:00,2.56,11.43,312.0
2022-02-07 06:00:00,2.85,12.12,318.0
2022-02-07 09:00:00,2.46,13.79,307.0
2022-02-07 12:00:00,2.35,12.12,315.0
2022-02-07 15:00:00,2.89,12.12,317.0
2022-02-07 18:00:00,2.79,12.12,307.0
2022-02-07 21:00:00,2.32,12.12,309.0
2022-02-08 00:00:00,2.25,12.12,321.0
2022-02-08 03:00:00,2.22,12.9,308.0
2022-02-08 06:00:00,2.31,12.12,308.0
2022-02-08 09:00:00,2.27,11.43,283.0
2022-02-08 12:00:00,1.98,12.12,297.0
2022-02-08 15:00:00,2.08,17.39,316.0
2022-02-08 18:00:00,2.29,17.39,317.0
2022-02-08 21:00:00,2.36,16.0,310.0
2022-02-09 00:00:00,2.74,16.0,290.0
2022-02-09 03:00:00,2.47,14.81,290.0
2022-02-09 06:00:00,2.35,13.79,298.0
2022-02-09 09:00:00,2.26,12.9,315.0
2022-02-09 12:00:00,2.25,12.9,297.0
2022-02-09 15:00:00,2.5,13.79,310.0
2022-02-09 18:00:00,2.43,12.9,288.0
2022-02-09 21:00:00,2.23,12.9,271.0
2022-02-10 00:00:00,2.23,12.12,280.0
2022-02-10 03:00:00,2.04,12.9,290.0
2022-02-10 06:00:00,2.29,12.12,298.0
2022-02-10 09:00:00,2.07,12.9,300.0
2022-02-10 12:00:00,2.15,12.12,289.0
2022-02-10 15:00:00,2.26,11.43,298.0
2022-02-10 18:00:00,2.06,11.43,301.0
2022-02-10 21:00:00,2.2,11.43,304.0
2022-02-11 00:00:00,2.03,9.09,305.0
2022-02-11 03:00:00,2.1,12.12,287.0
2022-02-11 06:00:00,1.96,12.12,292.0
2022-02-11 09:00:00,2.11,12.12,289.0
2022-02-11 12:00:00,1.73,12.9,286.0
2022-02-11 15:00:00,2.08,12.12,299.0
2022-02-11 18:00:00,1.9,12.12,308.0
2022-02-11 21:00:00,2.37,12.12,313.0
2022-02-12 00:00:00,2.18,12.12,296.0
2022-02-12 03:00:00,2.37,12.9,306.0
2022-02-12 06:00:00,2.2,12.9,300.0
2022-02-12 09:00:00,2.3,12.12,314.0
2022-02-12 12:00:00,2.53,12.12,309.0
2022-02-12 15:00:00,2.39,12.12,311.0
2022-02-12 18:00:00,2.18,12.9,306.0
2022-02-12 21:00:00,1.94,12.12,301.0
2022-02-13 00:00:00,1.89,12.12,301.0
2022-02-13 03:00:00,1.68,11.43,339.0
2022-02-13 06:00:00,1.76,9.09,71.0
2022-02-13 09:00:00,1.54,9.09,68.0
2022-02-13 12:00:00,1.73,11.43,302.0
2022-02-13 15:00:00,1.69,6.67,68.0
2022-02-13 18:00:00,1.95,7.14,62.0
2022-02-13 21:00:00,1.67,6.25,74.0
2022-02-14 00:00:00,1.6,5.88,72.0
2022-02-14 03:00:00,1.5,6.67,58.0
2022-02-14 06:00:00,1.41,8.33,72.0
2022-02-14 09:00:00,1.42,7.14,68.0
2022-02-14 12:00:00,1.56,7.14,56.0
2022-02-14 15:00:00,1.58,7.14,64.0
2022-02-14 18:00:00,1.84,19.05,313.0
2022-02-14 21:00:00,1.83,17.39,300.0
2022-02-15 00:00:00,2.7,17.39,291.0
2022-02-15 03:00:00,3.25,16.0,309.0
2022-02-15 06:00:00,3.97,16.0,303.0
2022-02-15 09:00:00,4.0,17.39,295.0
2022-02-15 12:00:00,4.16,17.39,308.0
2022-02-15 15:00:00,3.74,16.0,300.0
2022-02-15 18:00:00,3.22,16.0,302.0
2022-02-15 21:00:00,3.64,16.0,307.0
2022-02-16 00:00:00,3.13,16.0,308.0
2022-02-16 03:00:00,3.04,14.81,295.0
2022-02-16 06:00:00,2.84,16.0,298.0
2022-02-16 09:00:00,3.03,16.0,311.0
2022-02-16 12:00:00,3.31,14.81,306.0
2022-02-16 15:00:00,3.15,14.81,312.0
2022-02-16 18:00:00,2.98,14.81,305.0
2022-02-16 21:00:00,3.44,13.79,330.0
2022-02-17 00:00:00,2.84,13.79,320.0
2022-02-17 03:00:00,3.28,13.79,313.0
2022-02-17 06:00:00,2.6,13.79,298.0
2022-02-17 09:00:00,2.55,13.79,303.0
2022-02-17 12:00:00,2.99,13.79,315.0
2022-02-17 15:00:00,2.66,13.79,317.0
2022-02-17 18:00:00,2.74,13.79,316.0
2022-02-17 21:00:00,1.95,12.9,312.0
2022-02-18 00:00:00,2.22,12.9,316.0
2022-02-18 03:00:00,2.01,12.12,320.0
2022-02-18 06:00:00,2.02,9.09,77.0
2022-02-18 09:00:00,2.18,14.81,341.0
2022-02-18 12:00:00,2.32,13.79,331.0
2022-02-18 15:00:00,3.02,14.81,327.0
2022-02-18 18:00:00,3.23,13.79,318.0
2022-02-18 21:00:00,3.08,12.9,321.0
2022-02-19 00:00:00,3.59,12.9,327.0
2022-02-19 03:00:00,3.5,12.12,327.0
2022-02-19 06:00:00,3.4,12.12,322.0
2022-02-19 09:00:00,3.61,11.43,336.0
2022-02-19 12:00:00,3.33,14.81,336.0
2022-02-19 15:00:00,3.6,10.0,51.0
2022-02-19 18:00:00,3.28,10.0,75.0
2022-02-19 21:00:00,2.97,13.79,317.0
2022-02-20 00:00:00,3.25,10.0,50.0
2022-02-20 03:00:00,3.09,10.0,43.0
2022-02-20 06:00:00,2.8,11.43,342.0
2022-02-20 09:00:00,2.9,11.43,0.0
2022-02-20 12:00:00,2.94,12.12,358.0
2022-02-20 15:00:00,2.87,12.9,352.0
2022-02-20 18:00:00,2.82,10.0,22.0
2022-02-20 21:00:00,2.64,11.43,4.0
2022-02-21 00:00:00,2.44,10.0,42.0
2022-02-21 03:00:00,2.28,9.09,71.0
2022-02-21 06:00:00,2.11,10.0,27.0
2022-02-21 09:00:00,2.24,10.0,42.0
2022-02-21 12:00:00,2.07,10.0,40.0
2022-02-21 15:00:00,2.07,10.0,41.0
2022-02-21 18:00:00,1.79,9.09,66.0
2022-02-21 21:00:00,1.79,9.09,73.0
2022-02-22 00:00:00,1.79,9.09,60.0
2022-02-22 03:00:00,1.75,14.81,302.0
2022-02-22 06:00:00,1.89,14.81,326.0
2022-02-22 09:00:00,1.98,13.79,301.0
2022-02-22 12:00:00,1.98,13.79,308.0
2022-02-22 15:00:00,2.09,13.79,311.0
2022-02-22 18:00:00,2.24,13.79,300.0
2022-02-22 21:00:00,2.14,11.43,317.0
2022-02-23 00:00:00,2.2,12.9,311.0
2022-02-23 03:00:00,2.09,10.81,318.0
2022-02-23 06:00:00,2.16,11.43,320.0
2022-02-23 09:00:00,2.04,12.9,316.0
2022-02-23 12:00:00,1.74,12.12,329.0
2022-02-23 15:00:00,1.96,12.9,302.0
2022-02-23 18:00:00,1.98,12.9,313.0
2022-02-23 21:00:00,2.04,12.12,328.0
2022-02-24 00:00:00,1.87,11.43,337.0
2022-02-24 03:00:00,2.06,12.12,312.0
2022-02-24 06:00:00,1.97,11.43,339.0
2022-02-24 09:00:00,1.84,10.0,8.0
2022-02-24 12:00:00,1.71,9.09,63.0
2022-02-24 15:00:00,1.72,21.05,295.0
2022-02-24 18:00:00,1.9,21.05,281.0
2022-02-24 21:00:00,2.58,19.05,290.0
2022-02-25 00:00:00,2.77,19.05,303.0
2022-02-25 03:00:00,3.32,19.05,301.0
2022-02-25 06:00:00,3.69,19.05,300.0
2022-02-25 09:00:00,3.36,19.05,293.0
2022-02-25 12:00:00,3.83,17.39,294.0
2022-02-25 15:00:00,4.01,17.39,298.0
2022-02-25 18:00:00,4.08,17.39,297.0
2022-02-25 21:00:00,4.65,17.39,300.0
2022-02-26 00:00:00,4.18,14.81,306.0
2022-02-26 03:00:00,3.33,17.39,310.0
2022-02-26 06:00:00,4.23,16.0,317.0
2022-02-26 09:00:00,3.73,14.81,314.0
2022-02-26 12:00:00,3.64,16.0,302.0
2022-02-26 15:00:00,3.45,16.0,303.0
2022-02-26 18:00:00,3.57,16.0,302.0
2022-02-26 21:00:00,3.53,16.0,303.0
2022-02-27 00:00:00,3.1,14.81,312.0
2022-02-27 03:00:00,3.22,14.81,303.0
2022-02-27 06:00:00,3.35,14.81,308.0
2022-02-27 09:00:00,3.19,14.81,300.0
2022-02-27 12:00:00,2.82,14.81,305.0
2022-02-27 15:00:00,3.01,14.81,306.0
2022-02-27 18:00:00,3.0,14.81,307.0
2022-02-27 21:00:00,2.74,14.81,314.0
2022-02-28 00:00:00,3.03,13.79,301.0
2022-02-28 03:00:00,2.53,14.81,311.0
2022-02-28 06:00:00,2.19,11.43,334.0
2022-02-28 09:00:00,2.64,13.79,321.0
2022-02-28 12:00:00,2.62,9.09,81.0
2022-02-28 15:00:00,2.55,12.9,313.0
2022-02-28 18:00:00,2.47,12.9,326.0
2022-02-28 21:00:00,2.62,11.43,322.0
2022-03-01 00:00:00,3.05,12.12,321.0
2022-03-01 03:00:00,2.7,12.12,316.0
2022-03-01 06:00:00,2.46,10.81,339.0
2022-03-01 09:00:00,2.25,12.12,320.0
2022-03-01 12:00:00,2.55,12.9,314.0
2022-03-01 15:00:00,2.18,12.12,313.0
2022-03-01 18:00:00,1.92,12.12,310.0
2022-03-01 21:00:00,1.94,10.0,358.0
2022-03-02 00:00:00,2.0,12.12,311.0
2022-03-02 03:00:00,2.03,11.43,308.0
2022-03-02 06:00:00,1.82,11.43,301.0
2022-03-02 09:00:00,1.73,11.43,321.0
2022-03-02 12:00:00,1.82,11.43,336.0
2022-03-02 15:00:00,1.83,12.12,308.0
2022-03-02 18:00:00,1.71,10.81,327.0
2022-03-02 21:00:00,1.53,10.81,324.0
2022-03-03 00:00:00,1.79,9.09,115.0
2022-03-03 03:00:00,1.63,9.09,103.0
2022-03-03 06:00:00,1.49,10.81,319.0
2022-03-03 09:00:00,1.51,11.43,307.0
2022-03-03 12:00:00,1.65,11.43,307.0
2022-03-03 15:00:00,1.88,16.0,312.0
2022-03-03 18:00:00,2.19,16.0,304.0
2022-03-03 21:00:00,2.6,14.81,306.0
2022-03-04 00:00:00,2.58,13.79,299.0
2022-03-04 03:00:00,2.36,16.0,297.0
2022-03-04 06:00:00,2.51,12.9,308.0
2022-03-04 09:00:00,2.54,13.79,293.0
2022-03-04 12:00:00,2.89,13.79,308.0
2022-03-04 15:00:00,2.79,12.9,300.0
2022-03-04 18:00:00,2.8,13.79,306.0
2022-03-04 21:00:00,2.74,12.9,305.0
2022-03-05 00:00:00,2.51,13.79,312.0
2022-03-05 03:00:00,2.55,12.9,304.0
2022-03-05 06:00:00,2.46,13.79,303.0
2022-03-05 09:00:00,2.5,13.79,310.0
2022-03-05 12:00:00,2.67,14.81,311.0
2022-03-05 15:00:00,3.12,12.9,318.0
2022-03-05 18:00:00,2.47,13.79,319.0
2022-03-05 21:00:00,2.75,13.79,313.0
2022-03-06 00:00:00,2.51,12.9,329.0
2022-03-06 03:00:00,2.53,12.9,308.0
2022-03-06 06:00:00,2.14,12.12,333.0
2022-03-06 09:00:00,2.08,12.12,316.0
2022-03-06 12:00:00,2.17,12.12,313.0
2022-03-06 15:00:00,2.41,12.9,306.0
2022-03-06 18:00:00,2.23,12.12,301.0
2022-03-06 21:00:00,1.96,12.12,294.0
2022-03-07 00:00:00,1.76,10.0,48.0
2022-03-07 03:00:00,1.75,10.81,324.0
2022-03-07 06:00:00,1.64,10.81,350.0
2022-03-07 09:00:00,1.51,10.0,51.0
2022-03-07 12:00:00,1.5,10.81,23.0
2022-03-07 15:00:00,2.28,10.0,60.0
2022-03-07 18:00:00,2.35,6.67,334.0
2022-03-07 21:00:00,1.96,7.14,338.0
2022-03-08 00:00:00,2.09,10.0,38.0
2022-03-08 03:00:00,2.27,7.69,340.0
2022-03-08 06:00:00,2.86,13.79,340.0
2022-03-08 09:00:00,3.06,12.9,324.0
2022-03-08 12:00:00,3.34,12.12,333.0
2022-03-08 15:00:00,2.89,13.79,321.0
2022-03-08 18:00:00,2.81,10.0,18.0
2022-03-08 21:00:00,2.5,10.81,7.0
2022-03-09 00:00:00,2.55,12.9,337.0
2022-03-09 03:00:00,2.51,10.0,33.0
2022-03-09 06:00:00,2.46,12.9,318.0
2022-03-09 09:00:00,2.2,10.0,49.0
2022-03-09 12:00:00,-9999.0,-9999.0,-9999.0
2022-03-09 15:00:00,1.84,11.43,343.0
2022-03-09 18:00:00,1.98,9.09,59.0
2022-03-09 21:00:00,1.72,9.09,45.0
2022-03-10 00:00:00,1.53,10.0,31.0
2022-03-10 03:00:00,1.62,9.09,50.0
2022-03-10 06:00:00,1.42,10.0,30.0
2022-03-10 09:00:00,1.3,9.09,62.0
2022-03-10 12:00:00,1.21,9.09,57.0
2022-03-10 15:00:00,1.22,9.09,68.0
2022-03-10 18:00:00,1.26,9.09,74.0
2022-03-10 21:00:00,1.33,9.09,82.0
2022-03-11 00:00:00,1.19,8.33,84.0
2022-03-11 03:00:00,1.51,16.0,307.0
2022-03-11 06:00:00,1.64,16.0,309.0
2022-03-11 09:00:00,1.82,14.81,307.0
2022-03-11 12:00:00,2.24,14.81,307.0
2022-03-11 15:00:00,2.18,14.81,310.0
